task,model,modality,baseline_adjustment,normalization,baseline_duration,n_features,n_windows_train,n_windows_test,accuracy_mean,accuracy_std,precision_mean,recall_mean,f1_mean,auc_mean,best_window_accuracy,training_time_seconds
workload_classification,XGBoost,eeg,subtract,within_subject,last_90s,77,3853.6,963.4,0.6311607393979092,0.036576933181682966,0.4076207656679287,0.23447491592129538,0.29634515167567754,0.5855481803391189,0.6814814814814815,216.0866663455963
workload_classification,XGBoost,all,subtract,within_subject,last_90s,87,3853.6,963.4,0.619751291458751,0.028920407111474398,0.38089481014001525,0.22540734311293323,0.2821149265360606,0.5391298769151986,0.7028985507246377,218.14957547187805
workload_classification,Random Forest,physio,zscore,within_subject,last_60s,10,3853.6,963.4,0.6259898659514336,0.04483462944774041,0.3915994303405422,0.1684849652062343,0.232005146936234,0.5499244539772887,0.6884057971014492,7.902853012084961
workload_classification,Logistic Regression,physio,zscore,within_subject,last_60s,10,3853.6,963.4,0.6392034244240896,0.026061503146195195,0.30066278914026634,0.04449410166597926,0.07568665620632223,0.49355476713857893,0.6715328467153284,2.5089786052703857
workload_classification,Logistic Regression,eeg,zscore,within_subject,last_60s,77,3853.6,963.4,0.5984638307010858,0.042304553931530965,0.3599242987005855,0.2619550992015857,0.30175331216705314,0.5304725689268868,0.6666666666666666,9.302819967269897
workload_classification,Logistic Regression,all,zscore,within_subject,last_60s,87,3853.6,963.4,0.5931300656733554,0.04760524889985124,0.35604068147235735,0.2666838854694586,0.3039920512948186,0.520758047919226,0.6376811594202898,10.560340166091919
workload_classification,Random Forest,eeg,zscore,within_subject,last_60s,77,3853.6,963.4,0.6438146767283394,0.04478903581408586,0.4512674055129298,0.18763930330976814,0.2614881745143164,0.577593779849522,0.7028985507246377,23.93234133720398
workload_classification,Random Forest,all,zscore,within_subject,last_60s,87,3853.6,963.4,0.6463195254765781,0.044320629316201135,0.4498493478289342,0.20183104408851885,0.2764414154595901,0.5751828246542346,0.6884057971014492,26.17853283882141
workload_classification,SVM,physio,zscore,within_subject,last_60s,10,3853.6,963.4,0.6578810982435002,0.039102175967869475,0.4687220063836254,0.13291926128580547,0.2046317460015806,0.5279216259679229,0.7028985507246377,25.516194343566895
workload_classification,Neural Network (MLP),eeg,zscore,within_subject,last_60s,77,3853.6,963.4,0.5828706043115289,0.024990280689472535,0.36350983548819166,0.33538205427880213,0.3469009564328053,0.4978893325523899,0.6666666666666666,26.923170804977417
workload_classification,Neural Network (MLP),all,zscore,within_subject,last_60s,87,3853.6,963.4,0.6040977558857807,0.03437284150997227,0.3921812598991642,0.36991462416899634,0.3782561735734764,0.5380118103956121,0.6642335766423357,27.789164543151855
workload_classification,XGBoost,physio,subtract,within_subject,last_120s,10,3853.6,963.4,0.5834627832848562,0.03923455006692421,0.30679204947222194,0.20023902301322014,0.24123000436276354,0.4874922830697795,0.6521739130434783,201.78672742843628
workload_classification,SVM,all,zscore,within_subject,last_60s,87,3853.6,963.4,0.6335517343973862,0.0452728751342141,0.4185262674133397,0.227203175717091,0.2934716354926567,0.5505225570396612,0.6884057971014492,44.74617099761963
workload_classification,K-Nearest Neighbors,physio,zscore,within_subject,last_60s,10,3853.6,963.4,0.5887643278839447,0.055726849301551654,0.35760374155195357,0.2884162658766068,0.318710909163188,0.5261833271371759,0.6521739130434783,3.4725425243377686
workload_classification,SVM,eeg,zscore,within_subject,last_60s,77,3853.6,963.4,0.6192426331505524,0.03079297763596514,0.3776201496538173,0.20727792537170364,0.26432741386042946,0.5393013832748255,0.6811594202898551,45.342663526535034
workload_classification,Linear Discriminant Analysis,physio,zscore,within_subject,last_60s,10,3853.6,963.4,0.6353858210306643,0.02748373137890256,0.28455932320920885,0.041938191122848266,0.07093591890914665,0.4891410073694901,0.6691176470588235,3.411407709121704
workload_classification,K-Nearest Neighbors,eeg,zscore,within_subject,last_60s,77,3853.6,963.4,0.6217468176376985,0.03789646647065879,0.3815393037907816,0.2069722373920051,0.2675431807010452,0.5260901709162386,0.6739130434782609,14.424606323242188
workload_classification,K-Nearest Neighbors,all,zscore,within_subject,last_60s,87,3853.6,963.4,0.6276611528853766,0.027753967060985194,0.39082306770262876,0.2145942808599552,0.2770178196840558,0.5320372355653005,0.6811594202898551,17.518402576446533
workload_classification,Linear Discriminant Analysis,all,zscore,within_subject,last_60s,87,3853.6,963.4,0.5820723552796687,0.043888191023902436,0.33353239641623594,0.25006526084551534,0.2849443688891352,0.49211055512689184,0.644927536231884,12.300830841064453
workload_classification,Linear Discriminant Analysis,eeg,zscore,within_subject,last_60s,77,3853.6,963.4,0.5919491751394789,0.03920376743477031,0.3435880221983738,0.24407880431038756,0.2839429907771113,0.5066842505290742,0.6666666666666666,11.145492315292358
workload_classification,XGBoost,eeg,subtract,within_subject,last_120s,77,3853.6,963.4,0.6279190021713882,0.043119779659810974,0.4035986697553405,0.23460385467846362,0.29542596686810957,0.5873184907548162,0.6884057971014492,219.7147204875946
workload_classification,Neural Network (MLP),physio,zscore,within_subject,last_60s,10,3853.6,963.4,0.585524152650061,0.07800182679707769,0.3596793897548685,0.2774762992296096,0.31048258935824313,0.506179373458535,0.6642335766423357,31.451350688934326
workload_classification,XGBoost,all,subtract,within_subject,last_120s,87,3853.6,963.4,0.6128284753215896,0.050261666305421046,0.3673846256439324,0.21410250434793826,0.2695841277409895,0.5320596086803837,0.7028985507246377,224.61735343933105
workload_classification,Random Forest,physio,zscore,within_subject,last_90s,10,3853.6,963.4,0.6335925631075339,0.05918671123700703,0.41302962931108633,0.21903034748036504,0.2859142482277274,0.553821754064866,0.6861313868613139,8.274367094039917
workload_classification,Logistic Regression,physio,zscore,within_subject,last_90s,10,3853.6,963.4,0.6532277805888373,0.03501679148004413,0.44771185539606584,0.06868185286512495,0.11722850747323581,0.5734758033738026,0.6811594202898551,2.4961416721343994
workload_classification,Logistic Regression,all,zscore,within_subject,last_90s,87,3853.6,963.4,0.6065289710659693,0.05133054379328118,0.38068514399729153,0.2805384554728033,0.3221880488743871,0.5466219576857425,0.6739130434782609,11.545258522033691
workload_classification,Logistic Regression,eeg,zscore,within_subject,last_90s,77,3853.6,963.4,0.6016628699475818,0.032535044174988766,0.365550968176496,0.260211034397446,0.30226385258290334,0.5425690538286686,0.6594202898550725,10.027626991271973
workload_classification,Random Forest,eeg,zscore,within_subject,last_90s,77,3853.6,963.4,0.6322684271543759,0.040603477960435744,0.39793739872269446,0.16864874609652908,0.2334242853336735,0.5840248205842145,0.6811594202898551,24.148850440979004
workload_classification,Random Forest,all,zscore,within_subject,last_90s,87,3853.6,963.4,0.64049917037028,0.0625348269355168,0.4454004541720737,0.20265170149267733,0.27558979767716807,0.5935294916477052,0.6811594202898551,26.635483503341675
workload_classification,SVM,physio,zscore,within_subject,last_90s,10,3853.6,963.4,0.6527761041335454,0.05658636632706349,0.46654993826409114,0.15757127526135264,0.23474521125055453,0.5471013499689518,0.7101449275362319,24.963686227798462
workload_classification,Neural Network (MLP),all,zscore,within_subject,last_90s,87,3853.6,963.4,0.59059194512631,0.0378731036791717,0.3575325161368916,0.29910135085817,0.32435765886415185,0.5117007368536343,0.6231884057971014,30.34203052520752
workload_classification,SVM,all,zscore,within_subject,last_90s,87,3853.6,963.4,0.6335302867472795,0.05473153133416253,0.424223743773255,0.22686079884809315,0.2941282629773022,0.5671806380795641,0.6884057971014492,46.640944480895996
workload_classification,SVM,eeg,zscore,within_subject,last_90s,77,3853.6,963.4,0.6163506226110937,0.03999395819982866,0.36349867425992344,0.18684580787814456,0.24555641986791263,0.5576423549149994,0.7028985507246377,47.08027529716492
workload_classification,K-Nearest Neighbors,physio,zscore,within_subject,last_90s,10,3853.6,963.4,0.6007196538401389,0.03761478379573471,0.3729143601198379,0.30845317754919044,0.33634205757059243,0.5388356211493818,0.7007299270072993,3.342853307723999
workload_classification,Neural Network (MLP),eeg,zscore,within_subject,last_90s,77,3853.6,963.4,0.570531240549389,0.03322139428966953,0.3431935036993112,0.31288774917650797,0.3246756159396663,0.499977741149859,0.6376811594202898,38.78684997558594
workload_classification,XGBoost,physio,subtract,within_subject,full,10,3853.6,963.4,0.605222642130127,0.046233030561789595,0.36012492816315966,0.22670443429607956,0.2776384120628552,0.4976563229831129,0.6691176470588235,215.49246096611023
workload_classification,K-Nearest Neighbors,all,zscore,within_subject,last_90s,87,3853.6,963.4,0.6159982825612296,0.035688424417729854,0.3654725317152868,0.21570448618113397,0.270855828882254,0.5360236184524626,0.6884057971014492,15.37872838973999
workload_classification,Neural Network (MLP),physio,zscore,within_subject,last_90s,10,3853.6,963.4,0.591237546657846,0.057484109055483,0.350805840231209,0.28798216092164275,0.3121060982004626,0.5161188353797079,0.6715328467153284,29.900738954544067
workload_classification,Linear Discriminant Analysis,physio,zscore,within_subject,last_90s,10,3853.6,963.4,0.6513813290591672,0.03579440523421194,0.4325744640621366,0.07181174108947475,0.12142961352960897,0.5698709659604588,0.6811594202898551,2.5099000930786133
workload_classification,Linear Discriminant Analysis,eeg,zscore,within_subject,last_90s,77,3853.6,963.4,0.5896702324006302,0.036872290563896945,0.3473929476631672,0.2524894126641158,0.29060178741275366,0.5245369169408247,0.6496350364963503,9.326266288757324
workload_classification,K-Nearest Neighbors,eeg,zscore,within_subject,last_90s,77,3853.6,963.4,0.6076228915970708,0.02197624240780881,0.34818152218152215,0.2062712556505609,0.2589728581432187,0.5376768501665143,0.6811594202898551,16.248377561569214
workload_classification,Linear Discriminant Analysis,all,zscore,within_subject,last_90s,87,3853.6,963.4,0.5941169392490678,0.043469369819758547,0.35796727366580916,0.27238203112106596,0.3083118091216697,0.5300154008285054,0.6666666666666666,10.89680814743042
workload_classification,XGBoost,all,subtract,within_subject,full,87,3853.6,963.4,0.6247779042660435,0.06029636474511864,0.41118381320909625,0.2552838009876921,0.3137011811805409,0.5623836112503791,0.6956521739130435,230.11634254455566
workload_classification,Random Forest,physio,zscore,within_subject,last_120s,10,3853.6,963.4,0.6308450406526658,0.04765195925149753,0.41228641108401665,0.21684141963371495,0.28241297563114004,0.5349430542305385,0.7007299270072993,7.38299822807312
workload_classification,Logistic Regression,all,zscore,within_subject,last_120s,87,3853.6,963.4,0.5977826392350936,0.04592783532945577,0.3612988801753117,0.2628246164976299,0.3036627345057167,0.5275076260270015,0.6666666666666666,9.033128261566162
workload_classification,Logistic Regression,eeg,zscore,within_subject,last_120s,77,3853.6,963.4,0.6065189423803585,0.038183113869029575,0.371664618939648,0.2542984774228195,0.30023667034648954,0.5398131091733674,0.6739130434782609,8.296263456344604
workload_classification,Logistic Regression,physio,zscore,within_subject,last_120s,10,3853.6,963.4,0.6551754558689444,0.03486315905704251,0.4818842364532019,0.06945091835080569,0.11783839821295124,0.5531922449312331,0.6811594202898551,2.415621757507324
workload_classification,XGBoost,eeg,subtract,within_subject,full,77,3853.6,963.4,0.640234588097684,0.04987352151965807,0.44480180854773205,0.2709445278416081,0.33524425724185014,0.6178912600514831,0.7028985507246377,240.94638466835022
workload_classification,Random Forest,eeg,zscore,within_subject,last_120s,77,3853.6,963.4,0.6341925640941348,0.057558537218840536,0.4291568541754184,0.1831095739064492,0.2518502090840863,0.6008536027250444,0.7028985507246377,21.387189626693726
workload_classification,Random Forest,all,zscore,within_subject,last_120s,87,3853.6,963.4,0.638289249028358,0.0751485584938605,0.4511954071055106,0.19283949314457724,0.26676323215846665,0.5962954488718977,0.6956521739130435,23.562665700912476
workload_classification,SVM,physio,zscore,within_subject,last_120s,10,3853.6,963.4,0.6548817334714123,0.04966085222584971,0.4669967161241213,0.1714338713256514,0.2504566428508072,0.537404350872116,0.6956521739130435,25.770592212677002
workload_classification,Neural Network (MLP),eeg,zscore,within_subject,last_120s,77,3853.6,963.4,0.5708928531418513,0.028967566930344146,0.3381388583913446,0.31496705005911085,0.3225505713968711,0.5091244740721318,0.635036496350365,27.835376501083374
workload_classification,Neural Network (MLP),all,zscore,within_subject,last_120s,87,3853.6,963.4,0.5817301975540355,0.05947173028879279,0.35015857157768615,0.31243741621809545,0.32895990915356565,0.5079168277023027,0.6594202898550725,32.011505126953125
workload_classification,SVM,all,zscore,within_subject,last_120s,87,3853.6,963.4,0.6273894369607751,0.07285588036551985,0.41572550014135345,0.22917690663650886,0.29330423142762846,0.5732380035390944,0.6861313868613139,47.17782497406006
workload_classification,SVM,eeg,zscore,within_subject,last_120s,77,3853.6,963.4,0.6326375906331353,0.05018456830744863,0.41533980249769725,0.2156080034308626,0.281744454939622,0.5773243103453566,0.717391304347826,47.19420862197876
workload_classification,K-Nearest Neighbors,all,zscore,within_subject,last_120s,87,3853.6,963.4,0.6245954041793395,0.05049722936884602,0.392612506541078,0.23565611289484303,0.2939692533798766,0.5455899570259842,0.6884057971014492,14.020582437515259
